   S         2427.855026956 
   S          355.549782006 
   S           40.513299795 
   S           23.910862049 
   S           11.400356529 
   S            6.554347548 
   S            2.357729056 
   S            1.117002509 
   S            0.365764883 
   S            0.178579393 
   S            0.078621576 
   S            0.094365523 
   P           18.657060405 
   P            8.081768969 
   P            6.531953205 
   P            3.077748704 
   P            1.422205305 
   P            0.732341445 
   P            0.345380023 
   P            0.142662789 
   P            0.054779468 
   P            0.573728146 
   P            0.088566916 
   D           67.990979756 
   D           16.390203380 
   D            6.245650230 
   D            2.881218025 
   D            1.602167649 
   D            0.846223678 
   D            0.408369110 
   D            0.169624094 
   F            0.365664684 
