   S         2482.522316094 
   S          357.246925370 
   S           39.363506771 
   S           24.323647597 
   S           10.780122481 
   S            6.617928294 
   S            2.460288677 
   S            1.169110604 
   S            0.371967195 
   S            0.182093810 
   S            0.077363040 
   S            0.097326381 
   P           18.508363819 
   P            7.834796125 
   P            6.667114868 
   P            3.139177808 
   P            1.413634250 
   P            0.724071730 
   P            0.335639718 
   P            0.155132861 
   P            0.058754960 
   P            0.641046688 
   P            0.089970258 
   D           64.962395156 
   D           16.345181716 
   D            6.444792847 
   D            2.869558057 
   D            1.605686177 
   D            0.828283868 
   D            0.402132054 
   D            0.177221297 
   F            0.346307845 
