   S         2428.061793547 
   S          363.167772021 
   S           41.865406129 
   S           26.055771471 
   S           15.651656039 
   S            6.377387470 
   S            2.029512869 
   S            1.057751654 
   S            0.380812759 
   S            0.182230591 
   S            0.078959870 
   S            0.096600000 
   P           19.981478180 
   P           11.651140944 
   P            6.887161954 
   P            2.450377124 
   P            1.366233512 
   P            0.680478688 
   P            0.343217123 
   P            0.146149926 
   P            0.060088826 
   P            0.558997138 
   P            0.091346344 
   D           71.057924000 
   D           16.215515913 
   D            6.483431475 
   D            2.869985044 
   D            1.599120000 
   D            0.834087000 
   D            0.408141000 
   D            0.173018130 
   F            0.369492123 
