   S           32.459722076 
   S           16.576731580 
   S            8.465507783 
   S            4.323217860 
   S            2.207807629 
   S            1.127496852 
   S            0.575797064 
   S            0.294051605 
   S            0.150168092 
   S            0.076688770 
   S            0.039163895 
   S            0.020000460 
   P           16.576731580 
   P            8.465507783 
   P            4.323217860 
   P            2.207807629 
   P            1.127496852 
   P            0.575797064 
   P            0.294051605 
   P            0.150168092 
   P            0.076688770 
   P            0.039163895 
   P            0.020000460 
   D           16.540818242 
   D            8.465507783 
   D            4.323217860 
   D            2.207807629 
   D            1.127496852 
   D            0.575797064 
   D            0.294051605 
   D            0.150168092 
   D            0.076688770 
   D            0.039163895 
   F            4.323217860 
   F            2.207807629 
   F            1.127496852 
   F            0.575797064 
   F            0.294051605 
   F            0.150168092 
   G            2.207807629 
   G            1.127496852 
   G            0.575797064 
   G            0.294051605 
