   S         2377.477285474 
   S          366.076700711 
   S           40.682330015 
   S           24.239717402 
   S           14.543860549 
   S            6.264774283 
   S            2.150603803 
   S            1.081526856 
   S            0.372967537 
   S            0.182759283 
   S            0.082353371 
   S            0.094469604 
   P           19.959341170 
   P           11.027149262 
   P            6.725733774 
   P            2.554433331 
   P            1.344155951 
   P            0.657369762 
   P            0.333066524 
   P            0.149917129 
   P            0.058547298 
   P            0.570866505 
   P            0.092106068 
   D           72.550735640 
   D           16.179509343 
   D            6.518272322 
   D            2.838456460 
   D            1.605454463 
   D            0.845283159 
   D            0.407245509 
   D            0.165655970 
   F            0.372592870 
