   S         2377.477285474 
   S          366.076700711 
   S           40.682330015 
   S           24.632989304 
   S           14.651454620 
   S            6.325745771 
   S            2.111258882 
   S            1.081526856 
   S            0.371707804 
   S            0.181741344 
   S            0.082912421 
   S            0.095376419 
   P           20.047322590 
   P           11.317924566 
   P            6.805051721 
   P            2.554433331 
   P            1.352594047 
   P            0.653815420 
   P            0.333758000 
   P            0.149508607 
   P            0.058547298 
   P            0.573208950 
   P            0.092273140 
   D           71.596200545 
   D           16.344556485 
   D            6.636251572 
   D            2.806527295 
   D            1.603704676 
   D            0.838383964 
   D            0.406649479 
   D            0.167684993 
   F            0.364770029 
