   S         2403.366995183 
   S          367.780690953 
   S           40.789482570 
   S           25.039936741 
   S           14.514371571 
   S            6.217737714 
   S            2.158568523 
   S            1.081526856 
   S            0.371077802 
   S            0.181741344 
   S            0.083592931 
   S            0.094978646 
   P           19.652948134 
   P           11.209092567 
   P            6.714566559 
   P            2.605435134 
   P            1.344344741 
   P            0.657597192 
   P            0.333066524 
   P            0.151753246 
   P            0.058078876 
   P            0.573208950 
   P            0.092273140 
   D           71.642560316 
   D           16.387456629 
   D            6.629067885 
   D            2.804992383 
   D            1.614899568 
   D            0.841746719 
   D            0.409622310 
   D            0.167763573 
   F            0.372539549 
