   S         2405.845612508 
   S          366.090257819 
   S           41.299104828 
   S           25.782307775 
   S           15.101084835 
   S            6.381397694 
   S            2.061889240 
   S            1.083602589 
   S            0.371403621 
   S            0.180325983 
   S            0.083152625 
   S            0.095650380 
   P           19.964064182 
   P           12.034365183 
   P            7.106809309 
   P            2.439626935 
   P            1.342708704 
   P            0.646296674 
   P            0.333758000 
   P            0.149389936 
   P            0.060590486 
   P            0.566971507 
   P            0.092744451 
   D           70.992786023 
   D           16.481271234 
   D            6.735768155 
   D            2.879517986 
   D            1.643760949 
   D            0.833032834 
   D            0.409679800 
   D            0.168066419 
   F            0.374880757 
